,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T3,,,,,,,,,,,,,1.040889,1.039234,0.967484,,,,0.963410,,,,,0.964997,,,0.966183,1.034231,,,,0.985350,,1.046897
T4a,,,,,,,,,,,1.035169,,,,,0.987725,0.988682,0.984034,0.968989,0.995217,,,,,,,,,,,,1.030722,,
T4b,,,,,,,,,1.044145,1.002878,0.961111,,,,,0.993498,0.987367,,0.960043,,1.025341,,,,,,,,,,,,,
T4c,,,,,,,,,,,1.036430,,0.978629,,,,,0.961120,,,,0.960321,0.970295,,,,,,,,,,,
T4d,,,,,,,,,0.973252,,,,,,,,,0.973887,1.028418,,,,0.993338,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.995021,,,0.994005,,,,0.965319,0.982630,,,,0.951263,,,,,,,,,
T5b,,,,,,,,,,,,,0.965686,,,,1.023436,,,0.998878,1.002921,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.002893,,,,,0.997561,,,0.951429,0.991238,0.968247,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.991067,,,,,0.963575,0.976893,,,,1.027355,,,,,,,,,,,
Tm1,,,,,0.989188,,,0.991090,1.001049,1.038513,0.983335,0.979137,0.964836,0.991125,0.963199,,,0.952785,,0.979568,1.018863,1.038936,1.005322,0.997069,1.024458,0.981974,0.973099,1.001778,1.037851,1.045327,0.977189,0.950414,,1.037353
Tm2,,,,1.043798,0.998613,,,1.016323,0.956497,1.045487,0.956523,1.000031,0.966965,1.022218,1.017182,1.005301,,0.986426,,0.981239,0.968077,1.004579,0.997609,1.006269,,,0.973922,0.959181,1.046700,1.002504,,1.047902,1.017334,1.043669
Tm20,,,,,,,,,,0.975404,1.019789,1.013859,0.956518,1.037510,,,,,,,,,,0.950033,0.997845,1.035241,0.995846,,,0.998288,,1.031787,,
Tm21,,,,,,,,,0.952266,,,,0.966698,1.049387,,,,,,,,,,0.986399,,,1.034846,,,,,,,
Tm3,,,,0.963598,0.993049,,,,1.037213,0.987471,1.029880,,1.029288,1.029471,0.975190,1.000695,0.979985,0.999175,1.013357,,0.969506,,0.980083,,,,,1.039712,0.970574,,0.985634,0.986191,1.013667,1.027033
Tm4,,,,,1.013218,,,,1.003095,0.972759,,0.986302,0.975021,1.026531,1.010251,,,,,1.048703,1.021200,1.002469,0.978760,1.038012,1.039609,,0.977353,0.968407,0.999590,,1.041950,1.005120,,1.030170
Tm9,,,,,,0.971985,,,,0.986883,1.000065,,0.979417,1.030094,,,,,,1.034725,1.018223,1.025694,0.980398,1.033456,0.972180,0.968711,1.049062,,1.036039,1.026406,,,,
C2,1.040560,0.995758,1.027551,1.044787,0.992952,1.002814,0.995577,1.006400,1.003909,1.019342,,0.974373,1.026878,0.990906,0.977501,,,,,,,,,1.024506,,,,,,1.031919,0.976056,0.961357,,
C3,1.036144,,,1.040428,0.960538,1.025247,1.049834,1.043393,0.977994,1.022917,0.956536,1.005259,0.997422,1.017293,0.953981,1.001593,1.009408,0.977028,1.023608,,,,,1.026063,1.009587,1.042300,0.972691,1.025541,1.005245,0.983748,1.023295,,,
Lawf1,0.962758,,,0.958033,1.027389,0.960523,,1.012762,,,1.007030,0.961047,,,,,,,,,,,,,,,,1.004248,,,,,0.964434,
Lawf2,0.995787,,,0.983404,0.989071,1.039221,,1.013355,,,,0.992990,,,,,,,,,,,,0.952481,0.957419,,,,,0.957380,1.007176,1.007312,1.002086,
