cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
15,T4d,1.030028,50.000000,1.835119,10.000000,7.881425,-100.000000,-100.000000,0.967364,348.044250,44.962814,201.321198,0.000000,-49.090542,-49.183075,-49.271908,-0.088833,65.872002,65.893410,66.010201,0.116791,65.872002,65.872322,65.877083,0.004761
16,Tm1,2.000000,15.621856,1.835119,0.100000,-6.075684,-100.000000,-100.000000,0.194850,347.252777,10.000000,208.339905,0.000000,-19.827103,-19.789877,-19.911718,-0.121841,15.621727,15.628980,15.605238,-0.023742,15.621727,15.621855,15.622128,0.000274
17,Tm2,2.000000,11.107139,1.835119,0.100000,-6.284515,-100.000000,-100.000000,0.131637,351.414215,10.000000,209.107742,0.000000,-15.622328,-15.669481,-15.698718,-0.029237,11.107247,11.101041,11.097191,-0.003850,11.107247,11.107138,11.106561,-0.000577
18,Tm4,2.000000,15.963068,1.835119,2.110960,-1.728195,-100.000000,-100.000000,0.173867,348.315369,10.000000,200.687271,0.000000,-8.191070,-8.024697,-8.142168,-0.117471,15.962558,15.991483,15.971059,-0.020424,15.962558,15.963068,15.965236,0.002168
19,Tm9,1.567335,9.637386,1.835119,2.324768,-0.017072,-100.000000,-100.000000,0.100000,347.879791,32.587849,207.728851,0.000000,-3.626801,-3.585662,-3.532937,0.052725,9.637321,9.641434,9.646707,0.005273,9.637321,9.637385,9.637903,0.000518
20,T5a,0.985783,50.000000,1.835119,6.053521,-9.991962,-100.000000,-100.000000,1.002515,347.691376,13.621511,190.042267,0.000000,193.438110,197.767319,203.578506,5.811188,294.816925,299.214966,305.101746,5.886780,294.816925,294.889618,295.413208,0.523590
21,T5b,1.028097,50.000000,1.835119,8.001474,-5.389431,-100.000000,-100.000000,1.003053,351.402924,23.915991,193.903824,0.000000,149.120697,151.876526,156.905212,5.028687,249.881363,252.645630,257.689667,5.044037,249.881363,249.925339,250.291489,0.366150
22,T5c,0.990066,50.000000,1.835119,8.270021,-6.545187,-100.000000,-100.000000,0.998897,347.774078,10.000000,190.707382,0.000000,199.735352,201.914825,203.596207,1.681381,301.734985,304.051605,305.866852,1.815247,301.734985,301.775085,302.008240,0.233154
23,T5d,0.975349,50.000000,1.835119,9.256421,11.661666,-100.000000,-100.000000,0.954566,352.489594,42.831661,196.885788,0.000000,72.882942,72.869934,72.829620,-0.040314,181.611893,181.844666,182.281921,0.437256,181.611893,181.615540,181.647064,0.031525
24,T1,0.977936,50.000000,1.835119,0.100000,-17.993065,-100.000000,-100.000000,0.955449,348.878082,36.034279,197.690506,0.000000,-25.564699,-24.983843,-24.637321,0.346521,72.747543,73.282249,73.651581,0.369331,72.747543,72.756157,72.817436,0.061279
25,T2,1.044335,50.000000,1.835119,1.085161,-4.120078,-100.000000,-100.000000,1.037893,351.176666,10.000000,206.262650,0.000000,12.944474,11.911027,11.878830,-0.032197,117.224327,116.151726,116.118301,-0.033424,117.224327,117.206108,117.111458,-0.094650
26,T2a,0.972606,50.000000,1.835119,9.367382,12.920875,-100.000000,-100.000000,1.043980,351.900604,10.000000,193.278503,0.000000,3.134645,2.933198,2.975822,0.042625,107.670532,107.460205,107.504707,0.044502,107.670532,107.666969,107.649361,-0.017609
27,T3,1.006366,50.000000,1.835119,0.823070,-4.835578,-100.000000,-100.000000,1.024648,350.427948,10.000000,209.617599,0.000000,-11.760929,-11.884063,-11.715043,0.169020,90.414017,90.287849,90.461029,0.173180,90.414017,90.411835,90.404099,-0.007736
28,C2,0.963761,6.967964,1.835119,1.521129,-1.412046,-100.000000,-100.000000,0.972348,348.228271,10.000000,200.932175,0.000000,-104.007004,-104.401115,-92.618469,11.782646,6.969976,6.860433,11.908632,5.048199,6.969976,6.967964,7.057988,0.090024
29,C3,1.048901,2.984055,1.835119,1.710392,-4.005330,-100.000000,-100.000000,0.999274,347.810333,10.000000,194.140320,0.000000,-129.917740,-130.618057,-115.176743,15.441315,2.984961,2.934832,4.828443,1.893611,2.984961,2.984055,3.009554,0.025498
30,Lawf1,1.017770,50.000000,1.835119,1.383754,-6.670182,-100.000000,-100.000000,1.026977,351.976532,10.000000,200.894028,0.000000,2.420367,3.199913,4.745722,1.545809,105.183357,105.983932,107.571434,1.587502,105.183357,105.195435,105.306633,0.111198
31,Lawf2,1.004298,50.000000,1.835119,1.972709,-5.309870,-100.000000,-100.000000,1.026108,349.319946,10.000000,193.961777,0.000000,0.028018,0.080713,0.170382,0.089668,102.639503,102.693573,102.785583,0.092010,102.639503,102.640442,102.646912,0.006470
32,Dm3v,0.979352,50.000000,1.835119,1.235102,-6.306940,-100.000000,-100.000000,0.962814,350.806915,12.346045,209.161804,0.000000,6.130371,6.280704,6.461739,0.181035,102.183800,102.328537,102.502838,0.174301,102.183800,102.186264,102.202217,0.015953
33,Lai,0.981869,5.349229,1.835119,0.100000,-0.702747,-100.000000,-100.000000,0.955297,348.533569,10.249486,207.386414,0.000000,-254.075928,-255.352341,-264.337982,-8.985641,5.349596,5.328847,5.232550,-0.096298,5.349596,5.349229,5.344584,-0.004646
34,Mi10,0.974521,50.000000,1.835119,0.100000,-3.991589,-100.000000,-100.000000,1.013359,348.379761,13.232409,207.434006,0.000000,-8.070961,-8.244306,-8.409433,-0.165128,93.157143,92.981491,92.814148,-0.167343,93.157143,93.154160,93.135323,-0.018837
35,Mi13,0.970758,50.000000,1.835119,0.976527,-1.899580,-100.000000,-100.000000,0.952167,351.549286,29.447901,190.781387,0.000000,2.175666,2.145022,2.162045,0.017024,97.288284,97.259079,97.275314,0.016235,97.288284,97.287819,97.285133,-0.002686
36,Mi14,1.036151,50.000000,1.835119,3.995760,-3.695338,-100.000000,-100.000000,0.988828,348.711639,10.000000,199.721756,0.000000,131.029526,132.006042,132.978012,0.971970,228.448517,229.414154,230.375290,0.961136,228.448517,228.465393,228.564484,0.099091
37,Mi15,1.034381,50.000000,1.835119,0.100000,-1.176205,-100.000000,-100.000000,0.954097,351.054199,10.433685,207.571075,0.000000,-32.406605,-32.574150,-33.007534,-0.433384,64.490654,64.330795,63.917305,-0.413490,64.490654,64.487877,64.462402,-0.025475
38,Mi2,0.972859,50.000000,1.835119,3.366064,-20.814329,-100.000000,-100.000000,1.039213,349.575989,10.000000,205.496689,0.000000,-33.108284,-33.122726,-33.043819,0.078907,69.606255,69.602852,69.621361,0.018509,69.606255,69.606171,69.606346,0.000175
39,Tm16,1.022747,21.359558,1.835119,4.223809,-1.452059,-100.000000,-100.000000,0.995543,348.765350,10.000000,190.664139,0.000000,-85.509666,-84.653984,-83.598404,1.055580,21.349630,21.940685,22.686764,0.746078,21.349630,21.359562,21.426733,0.067171
40,Tm20,0.964991,6.790682,1.835119,3.361895,-11.906800,-100.000000,-100.000000,0.961114,347.765442,45.566730,203.978867,0.000000,-128.304550,-128.276749,-129.164139,-0.887390,6.790540,6.800004,6.765929,-0.034075,6.790540,6.790680,6.790632,-0.000049
41,Tm21,0.987638,50.000000,1.835119,4.260016,-12.940754,-100.000000,-100.000000,1.013867,350.685242,10.000000,204.826202,0.000000,53.351337,58.096752,67.876709,9.779957,155.477875,160.289093,170.204681,9.915588,155.477875,155.554520,156.216949,0.662430
42,Tm27,1.035447,50.000000,1.835119,0.461280,-5.326445,-100.000000,-100.000000,0.974036,350.334076,10.000000,198.301437,0.000000,-7.268781,-7.166289,-6.257968,0.908321,90.904816,91.040077,91.948158,0.908081,90.904816,90.906990,90.936020,0.029030
43,Tm5a,0.996120,50.000000,1.835119,6.802701,29.917000,-100.000000,-100.000000,1.033891,351.106049,10.000000,208.736725,0.000000,-7.427738,-7.193347,-7.598398,-0.405051,98.162437,98.391174,98.099236,-0.291939,98.162437,98.166237,98.172501,0.006264
44,Tm5b,0.995289,50.000000,1.835119,9.681699,21.806116,-100.000000,-100.000000,1.016499,348.968872,12.814218,191.020752,0.000000,-58.118488,-58.098061,-58.983173,-0.885113,60.747665,60.774437,60.364727,-0.409710,60.747665,60.748100,60.736668,-0.011433
45,Tm5c,1.028940,50.000000,1.835119,5.393582,-0.458782,-100.000000,-100.000000,1.006996,350.781433,10.000000,206.379883,0.000000,0.683794,0.711694,0.587428,-0.124266,101.388214,101.416306,101.291183,-0.125122,101.388214,101.388634,101.387009,-0.001625
46,Tm5f,0.983953,50.000000,1.835119,9.384328,16.781557,-100.000000,-100.000000,0.989370,349.068604,10.000000,208.234772,0.000000,92.023224,92.054016,91.949806,-0.104210,189.982101,190.012543,189.909439,-0.103104,189.982101,189.982773,189.981018,-0.001755
47,TmY10,0.981404,50.000000,1.835119,0.459643,-13.176730,-100.000000,-100.000000,1.027965,350.031372,10.000000,193.121063,0.000000,-5.353482,-5.207974,-5.107407,0.100567,97.293297,97.442879,97.546257,0.103378,97.293297,97.295898,97.310257,0.014359
48,TmY11,1.041225,14.831415,1.835119,5.303991,-3.885065,-100.000000,-100.000000,0.967549,350.253967,10.000000,209.619385,0.000000,-97.427399,-97.423141,-97.045815,0.377327,14.831566,14.829287,14.955059,0.125772,14.831566,14.831416,14.834609,0.003193
49,TmY14,1.024446,50.000000,1.835119,0.178846,-5.190473,-100.000000,-100.000000,0.963980,351.674438,48.864086,203.408829,0.000000,-110.951843,-111.709076,-112.334908,-0.625832,87.300308,87.394035,88.047417,0.653381,87.300308,87.301765,87.323212,0.021446
50,TmY15,1.017248,50.000000,1.835119,7.232872,-28.979382,-100.000000,-100.000000,0.998195,347.664001,18.292379,207.268021,0.000000,47.196545,47.273064,47.657360,0.384296,146.930893,147.007263,147.390900,0.383636,146.930893,146.932343,146.944412,0.012070
51,TmY3,1.028498,50.000000,1.835119,9.819613,12.959859,-100.000000,-100.000000,1.042321,347.893677,10.000000,207.659836,0.000000,-53.089760,-55.003834,-51.551556,3.452278,70.267807,69.409874,72.219109,2.809235,70.267807,70.252724,70.232422,-0.020302
52,TmY4,0.983863,50.000000,1.835119,0.252469,-5.675933,-100.000000,-100.000000,1.048500,348.045654,32.998692,197.099167,0.000000,-45.193645,-45.264900,-45.400524,-0.135624,60.070751,60.068317,60.052696,-0.015621,60.070751,60.070732,60.070042,-0.000690
53,TmY5a,0.964500,50.000000,1.835119,1.191191,-18.690397,-100.000000,-100.000000,1.004554,349.849579,10.000000,190.039383,0.000000,119.627228,122.632751,126.783081,4.150330,221.018311,224.041260,228.213516,4.172256,221.018311,221.068893,221.420349,0.351456
54,TmY9q,0.961016,50.000000,1.835119,0.434537,-2.639867,-100.000000,-100.000000,0.992292,351.443115,10.000000,204.666473,0.000000,0.337536,0.376517,0.415420,0.038903,99.564178,99.602859,99.641457,0.038597,99.564178,99.564827,99.568916,0.004089
55,TmY9q__perp,0.952106,50.000000,1.835119,2.227493,-17.739235,-100.000000,-100.000000,0.987004,352.285156,31.309389,203.435028,0.000000,69.725349,71.543663,75.595650,4.051987,167.519577,169.314255,173.313583,3.999329,167.519577,167.547379,167.806183,0.258804
