,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,6.127426,0.100000,5.475285,,,,,1.036186,3.212715,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,6.929063,,0.961814,,,,,7.620213,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,4.395552,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015858,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,0.953297,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,10.000000,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,3.315788,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,0.100000,,,0.984743,,2.913994,0.895821,0.913068,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,2.513931,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,7.434927,0.100000,1.038761,,9.297321,,4.598722,0.963372,1.072167,6.437409,0.100000,,,0.953482,5.897310,0.100000,0.100000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,5.312062,9.403725,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,0.100000,0.100000,1.025583,,,8.541525,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,4.871730,9.316623,3.541177,,0.844436,10.000000,10.000000,0.625003,10.000000,1.773357,9.577523,,1.008178,,1.049705,,,,,9.034626,0.100000,,0.981662,1.043229,10.000000,10.000000
Tm4,,,,,10.000000,,,,0.100000,0.697320,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.196920,0.100000,10.000000,10.000000,10.000000,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,9.779012,,,,0.100000,0.100000,,0.975020,0.100000,,,,,,0.100000,0.276320,0.520574,10.000000,0.100000,0.100000,0.100000,0.997217,,5.601427,10.000000,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,9.581250,,,0.100000,0.100000,10.000000,,10.000000,,,10.000000,0.990859,,,,,,,,,,,,,,,,0.100000,,,,,2.305688,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,4.746781,10.000000,,,,,0.100000,0.514976,1.002945,5.603413,
