,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T4d,,,,,,,,,1.010713,,,,,,,,,0.961226,0.966908,,,,1.041195,,,,,,,,,
T5a,,,,,,,,,,,,,1.010783,,,0.990163,,,,0.995569,1.041397,,,,0.971896,,,,,,,
T5b,,,,,,,,,,,,,0.990259,,,,1.020970,,,0.956620,0.968180,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.954683,,,,,1.037731,,,0.983533,0.978152,0.995496,,,,,,,,,
T5d,,,,,,,,,,,,,0.989007,,,,,0.955519,0.958809,,,,1.000512,,,,,,,,,
Tm1,,,,,1.013087,,,0.967769,0.971350,0.974316,1.042510,0.958488,1.013817,1.038712,0.966776,,,0.978460,,0.966022,1.049049,1.007918,1.049528,1.049761,1.004039,1.032300,0.992856,1.023193,0.990709,1.035962,0.979948,0.975702
Tm2,,,,0.976652,1.014774,,,0.975046,1.026293,1.023325,1.026332,0.974448,0.996927,1.042221,0.975563,0.953592,,1.007625,,1.011256,0.961531,1.046877,0.962713,0.978688,,,0.988423,1.019985,1.047455,1.037333,,1.021943
Tm20,,,,,,,,,,1.025637,0.968033,0.976880,0.956813,0.972522,,,,,,,,,,0.986124,1.012967,0.958557,1.002290,,,0.997481,,1.032560
Tm21,,,,,,,,,0.964988,,,,1.041818,1.017714,,,,,,,,,,0.981844,,,0.998758,,,,,
Tm3,,,,1.035652,0.994335,,,,1.041540,1.008399,0.993352,,0.980424,1.003922,1.036532,0.977507,1.043501,0.993179,0.997864,,1.041157,,0.970570,,,,,0.997149,0.962449,,1.026954,0.955644
Tm4,,,,,0.958970,,,,0.998560,0.968583,,0.970372,1.034202,0.999501,0.981557,,,,,1.001409,0.982246,0.967995,0.978293,1.037336,1.003643,,1.013952,1.040489,1.033748,,0.976942,1.022913
Tm9,,,,,,1.012626,,,,1.042643,0.971682,,1.007870,0.961983,,,,,,1.038846,0.993491,1.020875,1.010300,1.031988,0.999151,0.989741,0.987493,,0.997964,0.962330,,
C2,1.037051,1.014021,1.023603,0.963193,0.954927,1.025379,0.998198,0.985893,0.962854,0.980807,,0.954292,0.955688,1.008746,0.987795,,,,,,,,,0.950920,,,,,,0.955633,0.957368,0.951589
C3,0.981601,,,1.018877,1.044028,1.042006,0.957148,0.951087,0.972891,1.036769,0.979825,0.950525,0.978492,1.030136,0.964591,0.959013,0.991098,0.950424,0.961853,,,,,0.965610,1.033540,0.978836,0.950977,1.028188,1.031146,0.990943,1.027279,
