,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T2,,,,,,,,1.006730,0.990861,,0.993565,,1.013834,1.033426,1.049594,,,,,,,,,1.000007,0.954551,,1.022653,0.963689,1.018997,,,
T2a,,,,,,,,,0.987224,,,,1.020673,1.027511,1.026032,,,,,,,,,0.994940,,1.034320,1.016359,1.005607,0.975164,,0.989817,
T3,,,,,,,,,,,,,1.005544,0.974062,1.047919,,,,0.989634,,,,,1.004202,,,1.011040,1.022382,,,,0.955609
T4a,,,,,,,,,,,1.048007,,,,,1.011081,1.036695,0.973104,1.049453,1.002578,,,,,,,,,,,,1.035582
T4b,,,,,,,,,1.047842,1.000599,0.974687,,,,,1.046804,0.995477,,1.030838,,0.969372,,,,,,,,,,,
T4c,,,,,,,,,,,1.033066,,1.043648,,,,,1.020824,,,,1.009282,0.966455,,,,,,,,,
T4d,,,,,,,,,1.015015,,,,,,,,,1.022470,0.998612,,,,0.983253,,,,,,,,,
T5a,,,,,,,,,,,,,0.965079,,,0.959102,,,,0.972065,1.033088,,,,0.984300,,,,,,,
T5b,,,,,,,,,,,,,0.966932,,,,0.964424,,,0.963362,1.046422,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.036265,,,,,1.004118,,,0.982865,0.971961,1.039550,,,,,,,,,
T5d,,,,,,,,,,,,,1.012499,,,,,1.047954,0.970007,,,,1.001357,,,,,,,,,
Tm1,,,,,1.024457,,,1.036857,0.997798,0.970611,1.048805,1.029486,1.025317,0.974363,0.973500,,,0.994220,,0.962839,0.992755,0.991099,0.991869,0.967061,1.043972,0.996901,1.032584,1.040196,1.005535,1.018493,0.997284,1.032818
Tm2,,,,0.987327,1.027987,,,0.963635,1.009858,0.961757,1.000913,1.034570,0.962504,0.959986,0.965879,1.008240,,1.009329,,1.049335,1.044864,0.965236,1.023166,1.000479,,,0.954416,0.997899,1.000723,1.040061,,1.031441
Tm20,,,,,,,,,,1.014845,1.004846,1.021858,0.968779,0.975078,,,,,,,,,,1.033302,1.019334,1.022336,0.980789,,,0.974604,,1.012384
Tm21,,,,,,,,,1.040136,,,,0.984539,1.025376,,,,,,,,,,0.991516,,,1.020110,,,,,
Tm3,,,,0.991735,0.972368,,,,0.984655,1.024450,1.040846,,1.043725,0.985959,0.977823,1.034745,1.029103,1.019125,0.995578,,0.983211,,1.049524,,,,,0.967830,1.044836,,1.026923,0.986067
Tm4,,,,,1.042088,,,,1.007858,1.039802,,0.998200,0.992758,1.039495,0.981434,,,,,0.972804,1.006441,1.009259,1.037471,1.032851,1.010331,,0.996354,0.966747,1.021798,,0.967600,0.968426
Tm9,,,,,,0.971034,,,,1.025830,1.028363,,1.026819,0.993781,,,,,,1.009517,0.993660,1.043741,0.971180,1.004670,0.984954,1.003423,0.997205,,0.997281,1.009915,,
C2,1.020141,1.039212,1.033778,1.035175,0.993900,1.031132,0.964449,1.018955,0.985407,1.022457,,1.010711,0.971766,0.970401,0.950234,,,,,,,,,0.987960,,,,,,1.022937,0.980939,0.973065
C3,1.012765,,,0.975643,1.023025,1.007194,0.952024,0.966725,0.981807,1.026794,1.018005,0.973898,1.031303,1.022320,1.021000,0.979414,0.967399,0.952278,0.994033,,,,,1.041152,0.961142,1.009586,0.977896,1.018275,1.009355,1.018423,0.961377,
