,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T3,,,,,,,,,,,,,1.038137,1.026800,1.026821,,,,1.045913,,,,,1.041314,,,0.969363,1.028510,,,,1.001789,,1.016850
T4a,,,,,,,,,,,1.005684,,,,,1.045845,1.030221,0.999570,1.027153,1.032503,,,,,,,,,,,,0.988691,,
T4b,,,,,,,,,1.022900,1.020574,0.976360,,,,,0.970737,0.978682,,1.021124,,1.035976,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.978243,,0.990476,,,,,1.044554,,,,1.018053,0.966117,,,,,,,,,,,
T4d,,,,,,,,,1.026827,,,,,,,,,0.960900,0.962140,,,,0.976357,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.980374,,,0.973374,,,,1.048224,1.021061,,,,0.953264,,,,,,,,,
T5b,,,,,,,,,,,,,1.001315,,,,1.038867,,,0.985186,0.978337,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.968951,,,,,1.002318,,,1.012328,0.976679,0.997650,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.029939,,,,,0.971566,1.035073,,,,0.981515,,,,,,,,,,,
Tm1,,,,,1.030186,,,1.023250,1.043569,0.952388,1.030899,1.045951,1.042814,1.003670,1.012850,,,0.979006,,0.962645,1.009810,0.965560,0.983741,1.009746,1.028141,1.020151,0.974981,1.006886,1.017056,1.002001,0.959971,0.984128,,1.043155
Tm2,,,,0.989628,0.994210,,,1.006524,0.988043,0.976749,0.964775,1.013533,1.012213,1.048951,1.010511,1.002609,,1.018748,,0.994594,0.993827,1.035030,0.982862,1.012875,,,1.007052,0.967466,0.963323,0.970194,,1.016144,1.032374,1.032292
Tm20,,,,,,,,,,1.006564,0.970230,0.972263,0.991113,0.954768,,,,,,,,,,1.046360,0.986424,0.952269,0.987214,,,0.959600,,0.962899,,
Tm21,,,,,,,,,0.960978,,,,0.952706,0.972572,,,,,,,,,,0.987480,,,0.954549,,,,,,,
Tm3,,,,1.019478,1.044896,,,,1.045350,1.045403,1.016034,,1.025998,0.952715,1.014085,1.005634,0.960009,0.977782,1.022381,,1.040816,,0.997859,,,,,0.951665,1.002750,,0.995645,1.048337,1.018961,1.038347
Tm4,,,,,0.954253,,,,1.013323,1.047505,,1.014027,1.030583,0.991008,0.960768,,,,,0.965922,0.979572,0.992217,1.008758,0.951929,1.017895,,1.002276,0.968458,0.990435,,0.992435,0.987903,,1.017709
Tm9,,,,,,0.988261,,,,0.953276,0.958352,,0.997057,0.950460,,,,,,1.019379,0.963244,0.983957,1.041361,1.022664,1.023920,1.018291,1.013140,,0.991896,0.953541,,,,
C2,0.999933,1.024500,0.977562,0.994291,0.990478,0.978192,1.007580,1.000655,0.958263,1.040084,,0.988638,1.009638,1.025805,1.001256,,,,,,,,,0.979241,,,,,,1.021099,0.990023,1.045845,,
C3,1.005599,,,1.035337,0.964623,0.977998,1.036330,0.999254,0.951894,1.025654,0.981121,1.004952,0.990595,1.033262,1.045488,0.954764,1.041804,1.002809,0.977785,,,,,0.987649,0.953002,0.967236,1.042461,0.974797,1.043416,0.998160,0.973120,,,
Lawf1,0.954524,,,0.997472,0.972712,1.014374,,0.998363,,,1.017645,1.005677,,,,,,,,,,,,,,,,1.014299,,,,,1.011569,
Lawf2,1.036818,,,1.033969,1.029981,0.997181,,1.005284,,,,0.974264,,,,,,,,,,,,1.009435,1.016285,,,,,0.960483,0.958413,0.998107,1.010336,
