,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T4b,,,,,,,,,0.992306,0.993344,1.007697,,,,,0.951904,1.022487,,0.967100,,1.019768,,,,,,,,,,,
T4c,,,,,,,,,,,1.014999,,0.997340,,,,,0.976349,,,,0.977873,1.045250,,,,,,,,,
T4d,,,,,,,,,1.021076,,,,,,,,,1.036819,0.998890,,,,1.039851,,,,,,,,,
T5a,,,,,,,,,,,,,0.971948,,,1.010251,,,,1.033083,1.014521,,,,0.994561,,,,,,,
T5b,,,,,,,,,,,,,0.961816,,,,0.963555,,,1.024144,0.980546,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.991969,,,,,0.985758,,,0.969437,0.966174,1.048717,,,,,,,,,
T5d,,,,,,,,,,,,,0.990768,,,,,0.975510,0.988433,,,,1.041574,,,,,,,,,
Tm1,,,,,0.971494,,,0.999579,1.015836,1.020892,0.972511,0.994263,1.014322,0.954232,1.013393,,,1.019132,,1.038182,1.019615,0.973653,1.046591,0.950711,0.971962,0.955481,1.039438,1.048352,0.960488,0.993138,0.958105,0.953407
Tm2,,,,0.998067,0.975498,,,1.009113,1.023001,0.972184,0.961371,1.048364,1.015134,0.959155,1.012520,1.037287,,1.031047,,0.957006,1.039452,0.985350,0.995327,0.982180,,,1.011894,0.959214,0.990677,1.036788,,0.950986
Tm20,,,,,,,,,,0.983512,1.049001,1.024805,1.012160,1.020903,,,,,,,,,,1.001870,1.038830,0.964662,1.029962,,,1.017029,,1.006845
Tm21,,,,,,,,,1.008553,,,,1.017189,0.993732,,,,,,,,,,1.006494,,,1.028895,,,,,
Tm3,,,,1.039552,1.015765,,,,0.980266,1.000609,0.983888,,0.959286,0.982992,1.014127,0.979056,0.974259,0.970973,1.047596,,1.001591,,0.993762,,,,,1.028748,1.045572,,0.985122,0.972166
Tm4,,,,,0.957703,,,,0.977232,1.020752,,1.004428,0.962385,1.009483,1.004589,,,,,1.048120,1.031565,0.991802,0.959828,0.980421,0.981369,,1.016747,0.987749,1.013407,,0.978185,1.010980
Tm9,,,,,,1.018258,,,,0.962689,1.005445,,0.957422,0.963354,,,,,,1.034168,1.039593,1.000062,0.994403,1.030304,0.977135,0.995864,1.045485,,1.030128,0.969504,,
C2,1.048391,1.049975,1.015495,1.038125,1.044099,0.997184,0.960965,1.012335,0.991241,0.966813,,1.026314,0.964444,0.965169,1.025052,,,,,,,,,1.000567,,,,,,0.983988,1.029223,1.008390
C3,1.010015,,,0.954603,1.016765,0.969620,0.976564,0.985896,0.988286,1.044460,0.959808,0.957511,0.968279,1.009438,0.955302,1.041364,1.034203,0.997237,1.026466,,,,,1.012853,1.012805,0.976683,0.966723,1.014050,1.011090,0.960215,1.016280,
