,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T5b,,,,,,,,,,,,,0.964902,,,,1.000825,,,1.032057,0.976386,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.006860,,,,,0.985909,,,0.975964,0.989610,0.977442,,,,,,,,,
T5d,,,,,,,,,,,,,0.955580,,,,,1.046685,0.952645,,,,1.038429,,,,,,,,,
Tm1,,,,,0.975588,,,1.041104,1.044889,1.044489,1.011180,0.976554,0.977635,0.954944,0.972945,,,1.032476,,1.030857,0.953500,1.013317,1.013679,0.950486,1.047757,1.032551,0.977723,0.988574,0.952248,1.003779,0.995141,0.997205
Tm2,,,,1.047317,0.966833,,,0.988890,0.975993,1.042286,0.988833,1.025545,1.036547,0.956590,1.023373,0.987068,,0.963617,,0.980929,1.006903,0.992182,1.013500,0.970004,,,1.013619,1.041000,0.993927,1.047805,,0.999729
Tm20,,,,,,,,,,1.016048,0.979177,0.950133,1.003804,0.956872,,,,,,,,,,1.001706,1.034796,1.037525,1.028524,,,1.028972,,0.974174
Tm21,,,,,,,,,1.017338,,,,1.019220,0.992202,,,,,,,,,,1.019641,,,0.980440,,,,,
Tm3,,,,0.992230,0.954013,,,,1.001345,0.983128,0.992876,,1.046026,1.041194,0.961801,1.023456,0.985941,0.958514,0.951100,,1.048153,,0.951283,,,,,0.982463,1.016213,,1.012585,0.995762
Tm4,,,,,0.970662,,,,0.982747,1.046707,,0.982591,0.981904,0.959669,0.963736,,,,,0.995060,1.006837,1.044243,1.001603,1.012388,1.038810,,0.954302,0.981399,1.020466,,1.040656,1.021110
Tm9,,,,,,1.004833,,,,1.019407,1.025951,,1.010023,0.978748,,,,,,1.021030,1.018372,0.965804,0.972886,1.020796,1.041241,1.008320,0.951028,,1.013263,1.002551,,
C2,0.960694,0.992415,1.038405,0.962613,0.988981,1.033050,0.962987,0.960906,0.952062,1.007043,,1.038608,1.010198,0.995934,0.982572,,,,,,,,,0.976660,,,,,,0.973277,1.024889,0.952938
C3,1.008042,,,0.976645,0.986061,1.003734,1.023497,1.032372,1.017960,0.996420,0.960955,1.022384,0.956551,1.031493,1.037491,1.001579,1.013826,1.023287,0.988713,,,,,1.025534,1.007189,0.955203,0.992108,0.955290,0.999132,1.008072,1.001498,
