,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T4b,,,,,,,,,0.958301,0.988889,1.012292,,,,,1.046016,1.035973,,1.006790,,1.003846,,,,,,,,,,,
T4c,,,,,,,,,,,1.002589,,0.975145,,,,,1.030258,,,,0.955970,1.012603,,,,,,,,,
T4d,,,,,,,,,0.999240,,,,,,,,,1.035757,1.004199,,,,1.039962,,,,,,,,,
T5a,,,,,,,,,,,,,1.012052,,,1.028877,,,,1.044836,1.040585,,,,1.049283,,,,,,,
T5b,,,,,,,,,,,,,1.003442,,,,0.971873,,,0.982497,0.965964,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.004578,,,,,1.041547,,,1.018538,1.040793,1.019271,,,,,,,,,
T5d,,,,,,,,,,,,,0.999602,,,,,0.987581,1.018926,,,,0.984080,,,,,,,,,
Tm1,,,,,1.028766,,,1.006087,1.011101,1.015877,1.015793,0.980717,0.987828,1.008201,0.966934,,,0.959575,,0.981128,1.036902,1.031090,0.954912,0.977809,1.026361,1.025931,1.034842,0.959542,0.957464,0.968445,0.959225,0.995800
Tm2,,,,0.951546,1.011141,,,1.047266,0.974343,0.986788,1.032364,1.048431,1.043058,0.960744,1.016445,0.988582,,1.001216,,0.956411,1.010033,1.046122,0.966780,0.961136,,,1.016413,0.968765,1.032244,0.973993,,0.962505
Tm20,,,,,,,,,,0.977482,1.041062,0.991425,0.963150,0.978418,,,,,,,,,,1.034757,1.004425,1.046540,0.972349,,,1.003190,,0.953051
Tm21,,,,,,,,,0.979301,,,,1.027339,1.049875,,,,,,,,,,1.049306,,,1.047805,,,,,
Tm3,,,,0.963453,0.993393,,,,0.960745,1.037840,0.978644,,1.025108,0.954759,1.033506,0.977866,0.960240,1.033232,0.968958,,1.002221,,0.959717,,,,,0.990771,1.007760,,1.044443,1.007103
Tm4,,,,,1.029999,,,,1.041247,0.956016,,0.974425,0.977406,1.039923,0.977487,,,,,1.013240,1.020338,1.026921,0.994605,0.964652,1.032573,,0.979062,0.975960,1.045965,,0.965912,1.048531
Tm9,,,,,,1.009397,,,,1.048721,0.955001,,1.013341,0.979559,,,,,,0.981343,0.975846,1.019255,0.964748,0.976615,0.971662,0.960821,0.960381,,1.001563,0.967660,,
C2,0.965603,0.962749,0.984405,0.987103,1.014268,1.026545,1.000924,0.951900,0.983076,1.000720,,0.991874,1.024105,1.038364,0.997569,,,,,,,,,0.973561,,,,,,1.037298,1.001761,1.034083
C3,1.001141,,,1.031082,0.953451,1.046004,1.018911,0.957185,1.008549,1.023569,0.982807,1.030633,1.037888,0.982972,1.035611,0.972598,0.979081,0.969247,0.974211,,,,,1.047789,0.970792,0.989873,1.040763,0.992312,0.999643,1.030440,1.038730,
