,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T4c,,,,,,,,,,,0.964569,,0.987754,,,,,0.982572,,,,0.962245,0.989879,,,,,,,,,,,
T4d,,,,,,,,,1.049046,,,,,,,,,1.001578,1.043206,,,,1.031642,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.962647,,,0.960158,,,,1.049588,1.005071,,,,0.970451,,,,,,,,,
T5b,,,,,,,,,,,,,1.033405,,,,1.005617,,,0.984799,0.957532,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.988251,,,,,1.042362,,,1.003868,1.028887,1.042845,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.958614,,,,,1.005333,1.027527,,,,0.986321,,,,,,,,,,,
Tm1,,,,,1.019135,,,0.973051,0.991022,0.967535,1.002601,1.048560,0.979913,0.956778,0.978585,,,0.983265,,0.966320,1.034359,0.951497,0.950608,1.018599,0.996302,0.979927,0.990070,0.972143,0.950047,1.035279,0.992553,1.029568,,0.955212
Tm2,,,,1.020537,0.988644,,,1.025410,0.987547,0.957740,0.966150,0.966908,1.007548,0.979296,1.048867,0.959061,,1.047999,,0.974920,0.955027,1.006095,0.972755,0.976989,,,0.997240,0.977909,1.010706,0.965969,,1.006310,0.984158,0.982783
Tm20,,,,,,,,,,0.964075,1.006004,1.011364,1.035890,0.999215,,,,,,,,,,1.012516,0.951124,1.044195,0.983660,,,0.986475,,1.006132,,
Tm21,,,,,,,,,1.019166,,,,1.036742,1.047178,,,,,,,,,,0.987480,,,1.005466,,,,,,,
Tm3,,,,1.036368,0.953862,,,,0.991897,0.983620,0.957073,,0.960951,0.955111,0.961192,0.960110,0.951799,0.960188,0.955455,,0.978220,,0.963445,,,,,1.038661,0.988329,,0.976187,1.031088,1.044118,0.992272
Tm4,,,,,0.975437,,,,1.013780,0.952990,,1.015848,1.002729,1.040456,0.971867,,,,,1.020492,0.981332,0.985267,1.022848,0.967654,1.009938,,0.995253,0.993269,1.020193,,0.989604,0.985646,,0.977128
Tm9,,,,,,0.990108,,,,0.981943,0.972153,,1.036179,1.000292,,,,,,1.033550,0.997545,1.012828,1.039872,1.006486,1.029753,0.968925,0.981824,,0.950731,0.954013,,,,
C2,1.023230,0.966750,1.039313,0.992523,0.962637,1.037633,0.961554,0.953545,1.027601,1.048750,,0.958690,0.984773,1.033486,0.983214,,,,,,,,,1.022957,,,,,,0.953308,0.983577,1.005194,,
C3,1.040359,,,0.998380,1.045826,0.961414,1.046491,1.046284,1.007772,0.968950,1.035058,0.985137,1.035223,0.978666,0.990849,0.985971,0.976627,0.957706,0.950327,,,,,1.016370,1.046990,0.990395,1.003509,0.983067,1.036267,1.036173,1.034045,,,
Lawf1,0.955430,,,1.047670,1.000489,0.988013,,0.981741,,,0.987616,1.019099,,,,,,,,,,,,,,,,1.044229,,,,,0.961290,
Lawf2,0.980573,,,1.021108,1.004458,1.005418,,0.990871,,,,1.046941,,,,,,,,,,,,0.951862,1.043756,,,,,0.981972,1.037862,0.984320,0.975824,
