,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T1,0.964480,0.994766,1.029169,,1.030697,1.019177,,0.958320,,,1.005878,,,,,,,,,,,,,1.034415,0.953930,0.965980,,,0.974090,,,,,
T2,,,,,,,,1.015033,1.012577,,1.019176,,1.029542,0.975442,1.008052,,,,,,,,,0.959892,1.021927,,1.028885,0.967958,1.037362,,,,,1.001353
T2a,,,,,,,,,0.959084,,,,0.968814,0.974635,0.961432,,,,,,,,,0.960006,,1.044497,1.031912,0.960077,0.993383,,0.998320,,,0.959546
T3,,,,,,,,,,,,,1.042128,0.978714,1.035091,,,,1.039470,,,,,1.001380,,,0.970198,0.967958,,,,1.010133,,1.011920
T4a,,,,,,,,,,,1.041187,,,,,0.959727,0.997869,1.011559,1.035886,0.986867,,,,,,,,,,,,0.953717,,
T4b,,,,,,,,,1.006691,1.008744,1.036313,,,,,1.023632,1.008776,,1.031963,,0.980898,,,,,,,,,,,,,
T4c,,,,,,,,,,,1.032365,,0.968373,,,,,0.981053,,,,1.009652,1.034882,,,,,,,,,,,
T4d,,,,,,,,,0.978711,,,,,,,,,0.953748,1.018789,,,,1.012629,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.010882,,,0.999801,,,,0.958688,0.988165,,,,1.000224,,,,,,,,,
T5b,,,,,,,,,,,,,1.019205,,,,1.039709,,,1.036845,0.998423,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.046818,,,,,0.980674,,,0.959989,0.975005,0.950026,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.014892,,,,,1.009234,1.000079,,,,0.959130,,,,,,,,,,,
Tm1,,,,,0.963181,,,0.992552,0.973493,1.008910,0.968455,1.046179,1.040699,1.013659,1.027552,,,0.957653,,0.998921,0.951873,0.977410,0.984829,1.026337,0.987949,1.002411,1.013756,1.016679,0.957491,0.991231,1.009645,0.953984,,1.041714
Tm2,,,,0.985044,0.961492,,,1.014196,0.998066,1.044788,1.001652,1.048516,1.011297,1.049109,1.033446,0.970477,,1.029334,,1.027988,0.960974,1.016376,0.999376,1.020742,,,1.000121,0.998552,1.027481,1.005374,,1.037214,0.961441,0.972398
Tm20,,,,,,,,,,0.970103,0.976037,0.974863,0.998130,0.989321,,,,,,,,,,0.957171,1.026098,0.991771,1.048638,,,0.992145,,1.005260,,
Tm21,,,,,,,,,1.045519,,,,0.963451,0.971635,,,,,,,,,,1.001069,,,0.954228,,,,,,,
Tm3,,,,1.002573,0.973562,,,,0.970173,0.951193,0.995663,,0.977663,0.978746,1.028919,1.037133,0.970566,1.018881,0.988897,,0.957036,,0.968234,,,,,1.001669,1.002995,,1.012097,0.999700,1.038019,0.990435
Tm4,,,,,0.966842,,,,1.024702,1.037807,,0.958802,0.993715,0.999454,1.002036,,,,,0.979677,0.976397,1.028864,1.026554,0.995598,1.012176,,0.998751,0.966755,0.997250,,0.962872,0.971326,,0.997504
Tm9,,,,,,0.975206,,,,0.990840,1.036955,,1.004364,0.987684,,,,,,1.020617,1.036554,1.017173,1.048764,1.008485,1.004392,0.972627,1.022988,,1.019688,1.030990,,,,
C2,1.043914,1.036733,0.998280,1.029245,0.970582,1.036161,1.012389,0.983075,0.966440,0.986858,,1.028177,1.042466,1.007275,0.992667,,,,,,,,,0.950007,,,,,,1.036245,0.980444,1.045866,,
C3,1.042830,,,0.977096,0.954100,0.962314,1.035956,0.967595,0.973657,0.997836,0.981641,0.979528,0.966305,0.971355,1.014940,0.998160,0.973092,0.983983,0.958040,,,,,1.027074,1.007313,0.978614,1.044660,1.040020,1.041130,1.022702,0.959671,,,
Lawf1,0.973797,,,0.969923,1.047393,1.020840,,0.982613,,,1.014342,1.040374,,,,,,,,,,,,,,,,0.991963,,,,,0.952968,
Lawf2,1.001451,,,1.005136,0.971842,0.964933,,1.041106,,,,1.024373,,,,,,,,,,,,1.001439,0.983863,,,,,0.971918,1.033602,0.951494,1.005570,
